species_name,species_num,predicted_species_name,predicted_species_num,good_pred_probability,img_name,img_path
Amegilla quadrifasciata,0.0,Amegilla quadrifasciata,0.0,0.97074497,Amegilla quadrifasciata18600.jpg,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata18600.jpg
Amegilla quadrifasciata,0.0,Amegilla quadrifasciata,0.0,0.9999273,Amegilla quadrifasciata18668.jpg,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata18668.jpg
Amegilla quadrifasciata,0.0,Amegilla quadrifasciata,0.0,0.9999999,Amegilla quadrifasciata18756.jpg,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata18756.jpg
Amegilla quadrifasciata,0.0,Amegilla quadrifasciata,0.0,0.99999917,Amegilla quadrifasciata18811.jpg,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata18811.jpg
Amegilla quadrifasciata,0.0,Amegilla quadrifasciata,0.0,0.99932945,Amegilla quadrifasciata19150.jpg,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata19150.jpg
Amegilla quadrifasciata,0.0,Amegilla quadrifasciata,0.0,0.9992262,Amegilla quadrifasciata19286.jpg,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata19286.jpg
Amegilla quadrifasciata,0.0,Amegilla quadrifasciata,0.0,0.9997422,Amegilla quadrifasciata1945.jpeg,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata1945.jpeg
Amegilla quadrifasciata,0.0,Amegilla quadrifasciata,0.0,0.9999645,Amegilla quadrifasciata1971.jpeg,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata1971.jpeg
Amegilla quadrifasciata,0.0,Amegilla quadrifasciata,0.0,0.9979469,Amegilla quadrifasciata19752.jpg,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata19752.jpg
Amegilla quadrifasciata,0.0,Amegilla quadrifasciata,0.0,0.99998355,Amegilla quadrifasciata2193.jpg,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata2193.jpg
Amegilla quadrifasciata,0.0,Amegilla quadrifasciata,0.0,0.9999341,Amegilla quadrifasciata28150.jpg,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata28150.jpg
Amegilla quadrifasciata,0.0,Amegilla quadrifasciata,0.0,0.9848045,Amegilla quadrifasciata2967.jpg,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata2967.jpg
Amegilla quadrifasciata,0.0,Amegilla quadrifasciata,0.0,0.9999684,Amegilla quadrifasciata34507.jpg,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata34507.jpg
Amegilla quadrifasciata,0.0,Amegilla quadrifasciata,0.0,0.99905497,Amegilla quadrifasciata36738.jpg,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata36738.jpg
Amegilla quadrifasciata,0.0,Amegilla quadrifasciata,0.0,0.9999318,Amegilla quadrifasciata36967.jpeg,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata36967.jpeg
Amegilla quadrifasciata,0.0,Amegilla quadrifasciata,0.0,0.99988556,Amegilla quadrifasciata38423.jpg,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata38423.jpg
Amegilla quadrifasciata,0.0,Amegilla quadrifasciata,0.0,0.9999032,Amegilla quadrifasciata41449.jpeg,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata41449.jpeg
Amegilla quadrifasciata,0.0,Amegilla quadrifasciata,0.0,0.99899155,Amegilla quadrifasciata41528.jpg,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata41528.jpg
Amegilla quadrifasciata,0.0,Amegilla quadrifasciata,0.0,0.99666023,Amegilla quadrifasciata42371.jpg,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata42371.jpg
Amegilla quadrifasciata,0.0,Amegilla quadrifasciata,0.0,0.9869466,Amegilla quadrifasciata42447.jpeg,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata42447.jpeg
Amegilla quadrifasciata,0.0,Amegilla quadrifasciata,0.0,0.9782154,Amegilla quadrifasciata42674.jpeg,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata42674.jpeg
Amegilla quadrifasciata,0.0,Amegilla quadrifasciata,0.0,0.99999964,Amegilla quadrifasciata43109.jpg,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata43109.jpg
Amegilla quadrifasciata,0.0,Amegilla quadrifasciata,0.0,0.9999716,Amegilla quadrifasciata43569.jpeg,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata43569.jpeg
Amegilla quadrifasciata,0.0,Amegilla quadrifasciata,0.0,0.9998148,Amegilla quadrifasciata43630.jpg,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata43630.jpg
Amegilla quadrifasciata,0.0,Amegilla quadrifasciata,0.0,0.9993413,Amegilla quadrifasciata44483.jpeg,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata44483.jpeg
Amegilla quadrifasciata,0.0,Amegilla quadrifasciata,0.0,0.9999999,Amegilla quadrifasciata45344.jpg,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata45344.jpg
Amegilla quadrifasciata,0.0,Amegilla quadrifasciata,0.0,0.99957234,Amegilla quadrifasciata45858.jpeg,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata45858.jpeg
Amegilla quadrifasciata,0.0,Amegilla quadrifasciata,0.0,0.99389666,Amegilla quadrifasciata46140.jpeg,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata46140.jpeg
Amegilla quadrifasciata,0.0,Amegilla quadrifasciata,0.0,0.9999161,Amegilla quadrifasciata46731.jpg,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata46731.jpg
Amegilla quadrifasciata,0.0,Amegilla quadrifasciata,0.0,0.99997365,Amegilla quadrifasciata46771.jpg,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata46771.jpg
Amegilla quadrifasciata,0.0,Amegilla quadrifasciata,0.0,0.994998,Amegilla quadrifasciata46980.jpg,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata46980.jpg
Amegilla quadrifasciata,0.0,Amegilla quadrifasciata,0.0,0.99999905,Amegilla quadrifasciata47426.jpeg,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata47426.jpeg
Amegilla quadrifasciata,0.0,Amegilla quadrifasciata,0.0,0.9998716,Amegilla quadrifasciata47830.jpeg,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata47830.jpeg
Amegilla quadrifasciata,0.0,Amegilla quadrifasciata,0.0,0.9995049,Amegilla quadrifasciata48084.jpg,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata48084.jpg
Amegilla quadrifasciata,0.0,Amegilla quadrifasciata,0.0,0.9999497,Amegilla quadrifasciata48090.jpeg,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata48090.jpeg
Amegilla quadrifasciata,0.0,Amegilla quadrifasciata,0.0,0.9997042,Amegilla quadrifasciata48421.jpeg,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata48421.jpeg
Amegilla quadrifasciata,0.0,Amegilla quadrifasciata,0.0,0.9997514,Amegilla quadrifasciata48775.jpg,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata48775.jpg
Amegilla quadrifasciata,0.0,Amegilla quadrifasciata,0.0,0.9999049,Amegilla quadrifasciata49195.jpeg,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata49195.jpeg
Amegilla quadrifasciata,0.0,Amegilla quadrifasciata,0.0,1.0,Amegilla quadrifasciata49268.jpeg,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata49268.jpeg
Amegilla quadrifasciata,0.0,Amegilla quadrifasciata,0.0,0.99977535,Amegilla quadrifasciata49851.jpeg,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata49851.jpeg
Amegilla quadrifasciata,0.0,Amegilla quadrifasciata,0.0,0.9995696,Amegilla quadrifasciata49972.jpg,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata49972.jpg
Amegilla quadrifasciata,0.0,Amegilla quadrifasciata,0.0,0.99999475,Amegilla quadrifasciata50117.jpeg,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata50117.jpeg
Amegilla quadrifasciata,0.0,Amegilla quadrifasciata,0.0,0.99999,Amegilla quadrifasciata50161.jpeg,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata50161.jpeg
Amegilla quadrifasciata,0.0,Amegilla quadrifasciata,0.0,0.99999297,Amegilla quadrifasciata50210.jpg,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata50210.jpg
Amegilla quadrifasciata,0.0,Amegilla quadrifasciata,0.0,0.99810237,Amegilla quadrifasciata50290.jpeg,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata50290.jpeg
Amegilla quadrifasciata,0.0,Amegilla quadrifasciata,0.0,0.9994097,Amegilla quadrifasciata50339.jpg,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata50339.jpg
Amegilla quadrifasciata,0.0,Amegilla quadrifasciata,0.0,0.9979949,Amegilla quadrifasciata50369.jpg,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata50369.jpg
Amegilla quadrifasciata,0.0,Amegilla quadrifasciata,0.0,0.99999964,Amegilla quadrifasciata50409.jpeg,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata50409.jpeg
Amegilla quadrifasciata,0.0,Amegilla quadrifasciata,0.0,0.99999964,Amegilla quadrifasciata50490.jpg,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata50490.jpg
Amegilla quadrifasciata,0.0,Amegilla quadrifasciata,0.0,0.9998914,Amegilla quadrifasciata50906.jpg,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata50906.jpg
Amegilla quadrifasciata,0.0,Amegilla quadrifasciata,0.0,0.9979603,Amegilla quadrifasciata50973.jpeg,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata50973.jpeg
Amegilla quadrifasciata,0.0,Amegilla quadrifasciata,0.0,0.9993753,Amegilla quadrifasciata51013.jpeg,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata51013.jpeg
Amegilla quadrifasciata,0.0,Amegilla quadrifasciata,0.0,0.99810505,Amegilla quadrifasciata51075.jpeg,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata51075.jpeg
Amegilla quadrifasciata,0.0,Amegilla quadrifasciata,0.0,0.96339095,Amegilla quadrifasciata51081.jpeg,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata51081.jpeg
Amegilla quadrifasciata,0.0,Amegilla quadrifasciata,0.0,0.9824379,Amegilla quadrifasciata51301.jpg,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata51301.jpg
Amegilla quadrifasciata,0.0,Amegilla quadrifasciata,0.0,0.99986064,Amegilla quadrifasciata51323.jpg,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata51323.jpg
Amegilla quadrifasciata,0.0,Amegilla quadrifasciata,0.0,0.9860482,Amegilla quadrifasciata51490.jpg,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata51490.jpg
Amegilla quadrifasciata,0.0,Amegilla quadrifasciata,0.0,0.99998903,Amegilla quadrifasciata51491.jpg,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata51491.jpg
Amegilla quadrifasciata,0.0,Amegilla quadrifasciata,0.0,0.9629307,Amegilla quadrifasciata51492.jpg,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata51492.jpg
Amegilla quadrifasciata,0.0,Amegilla quadrifasciata,0.0,0.99701154,Amegilla quadrifasciata51493.jpg,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata51493.jpg
Amegilla quadrifasciata,0.0,Amegilla quadrifasciata,0.0,0.9999813,Amegilla quadrifasciata51494.jpg,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata51494.jpg
Amegilla quadrifasciata,0.0,Amegilla quadrifasciata,0.0,0.9996669,Amegilla quadrifasciata51495.jpg,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata51495.jpg
Amegilla quadrifasciata,0.0,Amegilla quadrifasciata,0.0,0.9986039,Amegilla quadrifasciata51496.jpg,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata51496.jpg
Amegilla quadrifasciata,0.0,Amegilla quadrifasciata,0.0,0.9972995,Amegilla quadrifasciata51640.jpg,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata51640.jpg
Amegilla quadrifasciata,0.0,Amegilla quadrifasciata,0.0,0.979262,Amegilla quadrifasciata52091.jpg,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata52091.jpg
Amegilla quadrifasciata,0.0,Amegilla quadrifasciata,0.0,0.9999733,Amegilla quadrifasciata52186.jpg,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata52186.jpg
Amegilla quadrifasciata,0.0,Amegilla quadrifasciata,0.0,0.99999964,Amegilla quadrifasciata53038.jpg,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata53038.jpg
Amegilla quadrifasciata,0.0,Amegilla quadrifasciata,0.0,0.98916745,Amegilla quadrifasciata54147.jpg,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata54147.jpg
Amegilla quadrifasciata,0.0,Amegilla quadrifasciata,0.0,0.99957794,Amegilla quadrifasciata54226.jpg,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata54226.jpg
Amegilla quadrifasciata,0.0,Amegilla quadrifasciata,0.0,0.99997723,Amegilla quadrifasciata54380.jpg,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata54380.jpg
Amegilla quadrifasciata,0.0,Amegilla quadrifasciata,0.0,0.99987066,Amegilla quadrifasciata5574.jpeg,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata5574.jpeg
Amegilla quadrifasciata,0.0,Amegilla quadrifasciata,0.0,0.99995434,Amegilla quadrifasciata56044.jpg,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata56044.jpg
Amegilla quadrifasciata,0.0,Amegilla quadrifasciata,0.0,0.9994685,Amegilla quadrifasciata5687.jpeg,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata5687.jpeg
Amegilla quadrifasciata,0.0,Amegilla quadrifasciata,0.0,0.9995467,Amegilla quadrifasciata5759.jpg,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata5759.jpg
Amegilla quadrifasciata,0.0,Amegilla quadrifasciata,0.0,0.9999963,Amegilla quadrifasciata5761.jpg,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata5761.jpg
Amegilla quadrifasciata,0.0,Amegilla quadrifasciata,0.0,0.99992573,Amegilla quadrifasciata5838.jpg,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata5838.jpg
Amegilla quadrifasciata,0.0,Amegilla quadrifasciata,0.0,0.99999034,Amegilla quadrifasciata6448.jpeg,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata6448.jpeg
Amegilla quadrifasciata,0.0,Amegilla quadrifasciata,0.0,0.99768317,Amegilla quadrifasciata6579.jpg,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata6579.jpg
Amegilla quadrifasciata,0.0,Amegilla quadrifasciata,0.0,0.99762446,Amegilla quadrifasciata67.jpg,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata67.jpg
Amegilla quadrifasciata,0.0,Amegilla quadrifasciata,0.0,0.99998415,Amegilla quadrifasciata69436.jpeg,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata69436.jpeg
Amegilla quadrifasciata,0.0,Amegilla quadrifasciata,0.0,0.99997985,Amegilla quadrifasciata69438.jpeg,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata69438.jpeg
Amegilla quadrifasciata,0.0,Amegilla quadrifasciata,0.0,0.9976533,Amegilla quadrifasciata69439.jpeg,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata69439.jpeg
Amegilla quadrifasciata,0.0,Amegilla quadrifasciata,0.0,0.9999809,Amegilla quadrifasciata69441.jpeg,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata69441.jpeg
Amegilla quadrifasciata,0.0,Amegilla quadrifasciata,0.0,0.99995553,Amegilla quadrifasciata69442.jpeg,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata69442.jpeg
Amegilla quadrifasciata,0.0,Amegilla quadrifasciata,0.0,0.9884064,Amegilla quadrifasciata69494.jpeg,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata69494.jpeg
Amegilla quadrifasciata,0.0,Amegilla quadrifasciata,0.0,0.9999951,Amegilla quadrifasciata7223.jpg,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata7223.jpg
Amegilla quadrifasciata,0.0,Amegilla quadrifasciata,0.0,0.99885917,Amegilla quadrifasciata7263.jpg,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata7263.jpg
Amegilla quadrifasciata,0.0,Amegilla quadrifasciata,0.0,0.999471,Amegilla quadrifasciata75188.jpg,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata75188.jpg
Amegilla quadrifasciata,0.0,Amegilla quadrifasciata,0.0,0.99995124,Amegilla quadrifasciata80099.jpeg,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata80099.jpeg
Amegilla quadrifasciata,0.0,Amegilla quadrifasciata,0.0,0.9989374,Amegilla quadrifasciata80208.jpeg,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata80208.jpeg
Amegilla quadrifasciata,0.0,Amegilla quadrifasciata,0.0,0.99972945,Amegilla quadrifasciata80258.jpeg,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata80258.jpeg
Amegilla quadrifasciata,0.0,Amegilla quadrifasciata,0.0,0.99985576,Amegilla quadrifasciata80637.jpeg,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata80637.jpeg
Amegilla quadrifasciata,0.0,Amegilla quadrifasciata,0.0,0.9995726,Amegilla quadrifasciata80761.jpg,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata80761.jpg
Amegilla quadrifasciata,0.0,Amegilla quadrifasciata,0.0,0.99965143,Amegilla quadrifasciata80898.jpeg,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata80898.jpeg
Amegilla quadrifasciata,0.0,Amegilla quadrifasciata,0.0,0.9993494,Amegilla quadrifasciata81025.jpeg,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata81025.jpeg
Amegilla quadrifasciata,0.0,Amegilla quadrifasciata,0.0,0.99918276,Amegilla quadrifasciata82865.jpeg,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata82865.jpeg
Amegilla quadrifasciata,0.0,Amegilla quadrifasciata,0.0,0.9999734,Amegilla quadrifasciata83568.jpeg,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata83568.jpeg
Amegilla quadrifasciata,0.0,Amegilla quadrifasciata,0.0,0.99993265,Amegilla quadrifasciata83660.jpeg,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata83660.jpeg
Amegilla quadrifasciata,0.0,Amegilla quadrifasciata,0.0,0.999979,Amegilla quadrifasciata83743.jpg,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata83743.jpg
Amegilla quadrifasciata,0.0,Amegilla quadrifasciata,0.0,0.9969207,Amegilla quadrifasciata84068.jpeg,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata84068.jpeg
Amegilla quadrifasciata,0.0,Amegilla quadrifasciata,0.0,0.9999964,Amegilla quadrifasciata84110.jpg,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata84110.jpg
Amegilla quadrifasciata,0.0,Amegilla quadrifasciata,0.0,0.9904806,Amegilla quadrifasciata84184.jpeg,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata84184.jpeg
Amegilla quadrifasciata,0.0,Amegilla quadrifasciata,0.0,0.9999194,Amegilla quadrifasciata84275.jpeg,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata84275.jpeg
Amegilla quadrifasciata,0.0,Amegilla quadrifasciata,0.0,0.9999393,Amegilla quadrifasciata84994.jpeg,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata84994.jpeg
Amegilla quadrifasciata,0.0,Amegilla quadrifasciata,0.0,0.99992,Amegilla quadrifasciata85591.jpg,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata85591.jpg
Amegilla quadrifasciata,0.0,Amegilla quadrifasciata,0.0,0.99989104,Amegilla quadrifasciata85607.jpeg,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata85607.jpeg
Amegilla quadrifasciata,0.0,Amegilla quadrifasciata,0.0,0.9999993,Amegilla quadrifasciata85628.jpg,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata85628.jpg
Amegilla quadrifasciata,0.0,Amegilla quadrifasciata,0.0,0.9073421,Amegilla quadrifasciata85660.jpg,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata85660.jpg
Amegilla quadrifasciata,0.0,Amegilla quadrifasciata,0.0,0.9996698,Amegilla quadrifasciata85671.jpeg,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata85671.jpeg
Amegilla quadrifasciata,0.0,Amegilla quadrifasciata,0.0,0.9998679,Amegilla quadrifasciata85745.jpg,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata85745.jpg
Amegilla quadrifasciata,0.0,Amegilla quadrifasciata,0.0,0.99971455,Amegilla quadrifasciata85769.jpeg,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata85769.jpeg
Amegilla quadrifasciata,0.0,Amegilla quadrifasciata,0.0,0.9419325,Amegilla quadrifasciata85947.jpeg,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata85947.jpeg
Amegilla quadrifasciata,0.0,Amegilla quadrifasciata,0.0,0.99128175,Amegilla quadrifasciata86032.jpeg,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata86032.jpeg
Amegilla quadrifasciata,0.0,Amegilla quadrifasciata,0.0,0.9976488,Amegilla quadrifasciata86074.jpg,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata86074.jpg
Amegilla quadrifasciata,0.0,Amegilla quadrifasciata,0.0,0.95905715,Amegilla quadrifasciata86251.jpg,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata86251.jpg
Amegilla quadrifasciata,0.0,Amegilla quadrifasciata,0.0,0.999959,Amegilla quadrifasciata86256.jpeg,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata86256.jpeg
Amegilla quadrifasciata,0.0,Amegilla quadrifasciata,0.0,0.9999999,Amegilla quadrifasciata86337.jpeg,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata86337.jpeg
Amegilla quadrifasciata,0.0,Amegilla quadrifasciata,0.0,0.978453,Amegilla quadrifasciata86357.jpeg,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata86357.jpeg
Amegilla quadrifasciata,0.0,Amegilla quadrifasciata,0.0,0.99999905,Amegilla quadrifasciata86358.jpeg,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata86358.jpeg
