,species_name,species_num,predicted_species_name,predicted_species_num,good_pred_probability,img_name,img_path
21,Andrena agilissima,1.0,Andrena agilissima,1.0,0.996139,Andrena agilissima11026.jpg,BD_71/Andrena agilissima/Andrena agilissima11026.jpg
22,Andrena agilissima,1.0,Andrena agilissima,1.0,0.9962949,hymy_nopty_re_yyd.jpg,BD_71/Andrena agilissima/hymy_nopty_re_yyd.jpg
23,Andrena agilissima,1.0,Andrena agilissima,1.0,0.99958795,Andrena agilissima76859.jpg,BD_71/Andrena agilissima/Andrena agilissima76859.jpg
24,Andrena agilissima,1.0,Andrena agilissima,1.0,0.99873334,dscn6547.jpg.jpg,BD_71/Andrena agilissima/dscn6547.jpg.jpg
25,Andrena agilissima,1.0,Andrena agilissima,1.0,0.99996734,2015_04_22a.jpg,BD_71/Andrena agilissima/2015_04_22a.jpg
26,Andrena agilissima,1.0,Andrena agilissima,1.0,0.9992644,Andrena agilissima9321.jpg,BD_71/Andrena agilissima/Andrena agilissima9321.jpg
27,Andrena agilissima,1.0,Andrena agilissima,1.0,0.9996847,hymy_nopty_re_yy.jpg,BD_71/Andrena agilissima/hymy_nopty_re_yy.jpg
28,Andrena agilissima,1.0,Andrena agilissima,1.0,0.98529714,P1510910.jpg,BD_71/Andrena agilissima/P1510910.jpg
29,Andrena agilissima,1.0,Andrena agilissima,1.0,0.9890675,IMG_8587_out_out_1.jpg,BD_71/Andrena agilissima/IMG_8587_out_out_1.jpg
30,Andrena agilissima,1.0,Andrena agilissima,1.0,0.95413816,dsc01467.jpg,BD_71/Andrena agilissima/dsc01467.jpg
31,Andrena agilissima,1.0,Andrena agilissima,1.0,0.99990237,2019-03-02 Colline St Joseph Hymenoptera 12 a 14 mm Andrenidae Andrena afrensis-agilissima-asperrima 5.jpg,BD_71/Andrena agilissima/2019-03-02 Colline St Joseph Hymenoptera 12 a 14 mm Andrenidae Andrena afrensis-agilissima-asperrima 5.jpg
32,Andrena agilissima,1.0,Andrena agilissima,1.0,0.9989255,Andrena agilissima60827.jpeg,BD_71/Andrena agilissima/Andrena agilissima60827.jpeg
33,Andrena bicolor,2.0,Andrena bicolor,2.0,0.99993217,10022020-P1168449.jpg,BD_71/Andrena bicolor/10022020-P1168449.jpg
34,Andrena bicolor,2.0,Andrena bicolor,2.0,0.97219086,Andrena bicolor55861.jpeg,BD_71/Andrena bicolor/Andrena bicolor55861.jpeg
35,Andrena bicolor,2.0,Andrena bicolor,2.0,0.9974617,Andrena bicolor77764.jpg,BD_71/Andrena bicolor/Andrena bicolor77764.jpg
36,Andrena bicolor,2.0,Andrena bicolor,2.0,0.95417386,Andrena bicolor57365.jpeg,BD_71/Andrena bicolor/Andrena bicolor57365.jpeg
37,Andrena bicolor,2.0,Andrena bicolor,2.0,0.9743604,Andrena bicolor96567.jpeg,BD_71/Andrena bicolor/Andrena bicolor96567.jpeg
38,Andrena bicolor,2.0,Andrena bicolor,2.0,0.99064773,Andrena bicolor96628.jpg,BD_71/Andrena bicolor/Andrena bicolor96628.jpg
39,Andrena bicolor,2.0,Andrena bicolor,2.0,0.9805401,Andrena bicolor7462.jpeg,BD_71/Andrena bicolor/Andrena bicolor7462.jpeg
40,Andrena bicolor,2.0,Andrena bicolor,2.0,0.96729606,Andrena bicolor28774.jpg,BD_71/Andrena bicolor/Andrena bicolor28774.jpg
41,Andrena bicolor,2.0,Andrena bicolor,2.0,0.979293,Andrena bicolor57062.jpg,BD_71/Andrena bicolor/Andrena bicolor57062.jpg
42,Andrena bicolor,2.0,Andrena bicolor,2.0,0.9163755,P4010078-Andrena-femelle - copie.jpg,BD_71/Andrena bicolor/P4010078-Andrena-femelle - copie.jpg
43,Andrena cineraria,3.0,Andrena cineraria,3.0,0.9993286,Andrena cineraria3201.jpg,BD_71/Andrena cineraria/Andrena cineraria3201.jpg
44,Andrena cineraria,3.0,Andrena cineraria,3.0,0.99962103,Andrena cineraria63336.jpeg,BD_71/Andrena cineraria/Andrena cineraria63336.jpeg
45,Andrena cineraria,3.0,Andrena cineraria,3.0,0.9974317,Andrena cineraria30683.jpg,BD_71/Andrena cineraria/Andrena cineraria30683.jpg
46,Andrena cineraria,3.0,Andrena cineraria,3.0,0.9999244,Andrena cineraria28236.jpeg,BD_71/Andrena cineraria/Andrena cineraria28236.jpeg
47,Andrena cineraria,3.0,Andrena cineraria,3.0,0.9999944,Andrena cineraria69418.jpg,BD_71/Andrena cineraria/Andrena cineraria69418.jpg
48,Andrena cineraria,3.0,Andrena cineraria,3.0,0.9992387,Andrena cineraria58865.jpeg,BD_71/Andrena cineraria/Andrena cineraria58865.jpeg
49,Andrena cineraria,3.0,Andrena cineraria,3.0,0.99997544,Andrena cineraria28833.jpg,BD_71/Andrena cineraria/Andrena cineraria28833.jpg
50,Andrena cineraria,3.0,Andrena cineraria,3.0,0.99953365,Andrena cineraria24266.jpeg,BD_71/Andrena cineraria/Andrena cineraria24266.jpeg
51,Andrena cineraria,3.0,Andrena cineraria,3.0,0.99988425,Andrena cineraria9875.jpg,BD_71/Andrena cineraria/Andrena cineraria9875.jpg
52,Andrena cineraria,3.0,Andrena cineraria,3.0,0.99936193,Andrena cineraria39086.jpg,BD_71/Andrena cineraria/Andrena cineraria39086.jpg
53,Andrena cineraria,3.0,Andrena cineraria,3.0,0.99993384,Andrena cineraria26750.jpeg,BD_71/Andrena cineraria/Andrena cineraria26750.jpeg
54,Andrena cineraria,3.0,Andrena cineraria,3.0,0.99993587,Andrena cineraria18885.jpeg,BD_71/Andrena cineraria/Andrena cineraria18885.jpeg
55,Andrena cineraria,3.0,Andrena cineraria,3.0,0.9993088,Andrena cineraria27439.jpg,BD_71/Andrena cineraria/Andrena cineraria27439.jpg
56,Andrena cineraria,3.0,Andrena cineraria,3.0,0.9984642,Andrena cineraria22048.jpeg,BD_71/Andrena cineraria/Andrena cineraria22048.jpeg
57,Andrena cineraria,3.0,Andrena cineraria,3.0,0.9985696,Andrena cineraria10942.jpg,BD_71/Andrena cineraria/Andrena cineraria10942.jpg
58,Andrena cineraria,3.0,Andrena cineraria,3.0,0.9999665,Andrena cineraria4052.jpeg,BD_71/Andrena cineraria/Andrena cineraria4052.jpeg
59,Andrena cineraria,3.0,Andrena cineraria,3.0,0.99998105,Andrena cineraria26303.jpg,BD_71/Andrena cineraria/Andrena cineraria26303.jpg
60,Andrena cineraria,3.0,Andrena cineraria,3.0,0.9998493,Andrena cineraria30013.jpeg,BD_71/Andrena cineraria/Andrena cineraria30013.jpeg
61,Andrena cineraria,3.0,Andrena cineraria,3.0,0.9973314,Andrena cineraria68153.jpeg,BD_71/Andrena cineraria/Andrena cineraria68153.jpeg
62,Andrena cineraria,3.0,Andrena cineraria,3.0,0.9992848,Andrena cineraria9624.jpg,BD_71/Andrena cineraria/Andrena cineraria9624.jpg
63,Andrena cineraria,3.0,Andrena cineraria,3.0,0.99970657,Andrena cineraria24179.jpg,BD_71/Andrena cineraria/Andrena cineraria24179.jpg
64,Andrena cineraria,3.0,Andrena cineraria,3.0,0.9999199,Andrena cineraria32883.jpeg,BD_71/Andrena cineraria/Andrena cineraria32883.jpeg
65,Andrena cineraria,3.0,Andrena cineraria,3.0,0.99947697,Andrena cineraria67218.jpeg,BD_71/Andrena cineraria/Andrena cineraria67218.jpeg
66,Andrena cineraria,3.0,Andrena cineraria,3.0,0.9998698,Andrena cineraria25919.jpg,BD_71/Andrena cineraria/Andrena cineraria25919.jpg
67,Andrena cineraria,3.0,Andrena cineraria,3.0,0.99985766,Andrena cineraria72421.jpg,BD_71/Andrena cineraria/Andrena cineraria72421.jpg
68,Andrena cineraria,3.0,Andrena cineraria,3.0,0.9969392,Andrena cineraria64699.jpeg,BD_71/Andrena cineraria/Andrena cineraria64699.jpeg
69,Andrena cineraria,3.0,Andrena cineraria,3.0,0.9997904,Andrena cineraria68234.jpeg,BD_71/Andrena cineraria/Andrena cineraria68234.jpeg
70,Andrena cineraria,3.0,Andrena cineraria,3.0,0.9979195,Andrena cineraria60715.jpg,BD_71/Andrena cineraria/Andrena cineraria60715.jpg
71,Andrena cineraria,3.0,Andrena cineraria,3.0,0.99995124,Andrena cineraria74347.jpeg,BD_71/Andrena cineraria/Andrena cineraria74347.jpeg
72,Andrena cineraria,3.0,Andrena cineraria,3.0,0.99992335,Andrena cineraria26686.jpg,BD_71/Andrena cineraria/Andrena cineraria26686.jpg
73,Andrena cineraria,3.0,Andrena cineraria,3.0,0.9999994,Andrena cineraria61233.jpeg,BD_71/Andrena cineraria/Andrena cineraria61233.jpeg
74,Andrena cineraria,3.0,Andrena cineraria,3.0,0.9986883,Andrena cineraria56313.jpg,BD_71/Andrena cineraria/Andrena cineraria56313.jpg
75,Andrena cineraria,3.0,Andrena cineraria,3.0,0.99945337,Andrena cineraria70858.jpeg,BD_71/Andrena cineraria/Andrena cineraria70858.jpeg
76,Andrena cineraria,3.0,Andrena cineraria,3.0,0.99948764,Andrena cineraria49150.jpeg,BD_71/Andrena cineraria/Andrena cineraria49150.jpeg
77,Andrena cineraria,3.0,Andrena cineraria,3.0,0.99938416,Andrena cineraria52408.jpg,BD_71/Andrena cineraria/Andrena cineraria52408.jpg
78,Andrena cineraria,3.0,Andrena cineraria,3.0,0.9996045,Andrena cineraria26947.jpg,BD_71/Andrena cineraria/Andrena cineraria26947.jpg
79,Andrena cineraria,3.0,Andrena cineraria,3.0,0.99958926,Andrena cineraria29131.jpg,BD_71/Andrena cineraria/Andrena cineraria29131.jpg
80,Andrena cineraria,3.0,Andrena cineraria,3.0,0.99931896,Andrena cineraria61956.jpg,BD_71/Andrena cineraria/Andrena cineraria61956.jpg
81,Andrena cineraria,3.0,Andrena cineraria,3.0,0.9979747,Andrena cineraria52538.jpeg,BD_71/Andrena cineraria/Andrena cineraria52538.jpeg
82,Andrena cineraria,3.0,Andrena cineraria,3.0,0.99987245,Andrena cineraria24088.jpeg,BD_71/Andrena cineraria/Andrena cineraria24088.jpeg
83,Andrena cineraria,3.0,Andrena cineraria,3.0,0.9968828,Andrena cineraria27171.jpg,BD_71/Andrena cineraria/Andrena cineraria27171.jpg
84,Andrena cineraria,3.0,Andrena cineraria,3.0,0.9989188,Andrena cineraria10495.jpg,BD_71/Andrena cineraria/Andrena cineraria10495.jpg
85,Andrena cineraria,3.0,Andrena cineraria,3.0,0.99990976,Andrena cineraria23162.jpeg,BD_71/Andrena cineraria/Andrena cineraria23162.jpeg
86,Andrena cineraria,3.0,Andrena cineraria,3.0,0.999691,Andrena cineraria75870.jpeg,BD_71/Andrena cineraria/Andrena cineraria75870.jpeg
87,Andrena cineraria,3.0,Andrena cineraria,3.0,0.99904567,Andrena cineraria1144.jpeg,BD_71/Andrena cineraria/Andrena cineraria1144.jpeg
88,Andrena cineraria,3.0,Andrena cineraria,3.0,0.9989988,Andrena cineraria65159.jpg,BD_71/Andrena cineraria/Andrena cineraria65159.jpg
89,Andrena cineraria,3.0,Andrena cineraria,3.0,0.9969644,Andrena cineraria9095.jpg,BD_71/Andrena cineraria/Andrena cineraria9095.jpg
90,Andrena cineraria,3.0,Andrena cineraria,3.0,0.99999905,Andrena cineraria11060.jpg,BD_71/Andrena cineraria/Andrena cineraria11060.jpg
91,Andrena cineraria,3.0,Andrena cineraria,3.0,0.9990402,Andrena cineraria27437.jpeg,BD_71/Andrena cineraria/Andrena cineraria27437.jpeg
92,Andrena cineraria,3.0,Andrena cineraria,3.0,0.9990983,ablin_27_04_2009.jpg,BD_71/Andrena cineraria/ablin_27_04_2009.jpg
93,Andrena clarkella,4.0,Andrena clarkella,4.0,0.9911646,Andrena clarkella61175.jpeg,BD_71/Andrena clarkella/Andrena clarkella61175.jpeg
94,Andrena clarkella,4.0,Andrena clarkella,4.0,0.99809116,Andrena clarkella60391.jpeg,BD_71/Andrena clarkella/Andrena clarkella60391.jpeg
95,Andrena clarkella,4.0,Andrena clarkella,4.0,0.997246,Andrena clarkella29268.jpg,BD_71/Andrena clarkella/Andrena clarkella29268.jpg
96,Andrena clarkella,4.0,Andrena clarkella,4.0,0.9986727,Andrena clarkella20917.jpg,BD_71/Andrena clarkella/Andrena clarkella20917.jpg
97,Andrena clarkella,4.0,Andrena clarkella,4.0,0.997426,Andrena clarkella61231.jpg,BD_71/Andrena clarkella/Andrena clarkella61231.jpg
98,Andrena clarkella,4.0,Andrena clarkella,4.0,0.99977094,Andrena clarkella54038.jpg,BD_71/Andrena clarkella/Andrena clarkella54038.jpg
99,Andrena clarkella,4.0,Andrena clarkella,4.0,0.9843778,Andrena clarkella59390.jpeg,BD_71/Andrena clarkella/Andrena clarkella59390.jpeg
100,Andrena clarkella,4.0,Andrena clarkella,4.0,0.99996877,Andrena clarkella63175.jpg,BD_71/Andrena clarkella/Andrena clarkella63175.jpg
101,Andrena clarkella,4.0,Andrena clarkella,4.0,0.9999502,Andrena clarkella8296.jpg,BD_71/Andrena clarkella/Andrena clarkella8296.jpg
102,Andrena clarkella,4.0,Andrena clarkella,4.0,0.9933514,Andrena clarkella62346.jpeg,BD_71/Andrena clarkella/Andrena clarkella62346.jpeg
103,Andrena clarkella,4.0,Andrena clarkella,4.0,0.9860676,Andrena clarkella22130.jpeg,BD_71/Andrena clarkella/Andrena clarkella22130.jpeg
104,Andrena clarkella,4.0,Andrena clarkella,4.0,0.999938,Andrena clarkella23310.jpeg,BD_71/Andrena clarkella/Andrena clarkella23310.jpeg
105,Andrena clarkella,4.0,Andrena clarkella,4.0,0.975422,Andrena clarkella55642.jpg,BD_71/Andrena clarkella/Andrena clarkella55642.jpg
106,Andrena clarkella,4.0,Andrena clarkella,4.0,0.9998803,p1100817_1.jpg.jpg,BD_71/Andrena clarkella/p1100817_1.jpg.jpg
107,Andrena clarkella,4.0,Andrena clarkella,4.0,0.98778766,Andrena clarkella64188.jpeg,BD_71/Andrena clarkella/Andrena clarkella64188.jpeg
108,Andrena clarkella,4.0,Andrena clarkella,4.0,0.9941407,Andrena clarkella24935.jpg,BD_71/Andrena clarkella/Andrena clarkella24935.jpg
109,Andrena clarkella,4.0,Andrena clarkella,4.0,0.9999609,Andrena clarkella23650.jpg,BD_71/Andrena clarkella/Andrena clarkella23650.jpg
110,Andrena clarkella,4.0,Andrena clarkella,4.0,0.9136339,andrena_m.jpg,BD_71/Andrena clarkella/andrena_m.jpg
111,Andrena clarkella,4.0,Andrena clarkella,4.0,0.998197,Andrena clarkella57697.jpeg,BD_71/Andrena clarkella/Andrena clarkella57697.jpeg
112,Andrena clarkella,4.0,Andrena clarkella,4.0,0.99650383,Andrena clarkella96474.jpg,BD_71/Andrena clarkella/Andrena clarkella96474.jpg
113,Andrena clarkella,4.0,Andrena clarkella,4.0,0.99998105,Andrena clarkella24918.jpg,BD_71/Andrena clarkella/Andrena clarkella24918.jpg
114,Andrena clarkella,4.0,Andrena clarkella,4.0,0.94387203,Andrena clarkella33721.jpeg,BD_71/Andrena clarkella/Andrena clarkella33721.jpeg
115,Andrena clarkella,4.0,Andrena clarkella,4.0,0.9986753,andrena 7avril.jpg,BD_71/Andrena clarkella/andrena 7avril.jpg
116,Andrena clarkella,4.0,Andrena clarkella,4.0,0.9970669,Andrena clarkella62216.jpg,BD_71/Andrena clarkella/Andrena clarkella62216.jpg
117,Andrena denticulata,5.0,Andrena denticulata,5.0,0.9878057,Andrena denticulata43436.jpg,BD_71/Andrena denticulata/Andrena denticulata43436.jpg
118,Andrena denticulata,5.0,Andrena denticulata,5.0,0.9672616,Andrena denticulata47892.jpg,BD_71/Andrena denticulata/Andrena denticulata47892.jpg
119,Andrena denticulata,5.0,Andrena denticulata,5.0,0.99943346,Andrena denticulata45528.jpeg,BD_71/Andrena denticulata/Andrena denticulata45528.jpeg
120,Andrena denticulata,5.0,Andrena denticulata,5.0,0.9547866,Andrena denticulata89488.jpg,BD_71/Andrena denticulata/Andrena denticulata89488.jpg
121,Andrena denticulata,5.0,Andrena denticulata,5.0,0.9897646,Andrena denticulata52807.jpg,BD_71/Andrena denticulata/Andrena denticulata52807.jpg
122,Andrena denticulata,5.0,Andrena denticulata,5.0,0.99664503,Andrena denticulata81358.jpg,BD_71/Andrena denticulata/Andrena denticulata81358.jpg
123,Andrena denticulata,5.0,Andrena denticulata,5.0,0.9989945,Andrena denticulata43740.jpg,BD_71/Andrena denticulata/Andrena denticulata43740.jpg
124,Andrena denticulata,5.0,Andrena denticulata,5.0,0.98368096,Andrena denticulata42547.jpeg,BD_71/Andrena denticulata/Andrena denticulata42547.jpeg
125,Andrena flavipes,6.0,Andrena flavipes,6.0,0.9999677,Andrena flavipes3839.jpeg,BD_71/Andrena flavipes/Andrena flavipes3839.jpeg
126,Andrena flavipes,6.0,Andrena flavipes,6.0,0.943063,Andrena flavipes58738.jpg,BD_71/Andrena flavipes/Andrena flavipes58738.jpg
127,Andrena flavipes,6.0,Andrena flavipes,6.0,0.90426904,Andrena flavipes8161.jpeg,BD_71/Andrena flavipes/Andrena flavipes8161.jpeg
128,Andrena flavipes,6.0,Andrena flavipes,6.0,0.99868494,inconnu_3h.jpg,BD_71/Andrena flavipes/inconnu_3h.jpg
129,Andrena flavipes,6.0,Andrena flavipes,6.0,0.99973375,Andrena flavipes58569.jpeg,BD_71/Andrena flavipes/Andrena flavipes58569.jpeg
130,Andrena flavipes,6.0,Andrena flavipes,6.0,0.9984022,Andrena flavipes62776.jpg,BD_71/Andrena flavipes/Andrena flavipes62776.jpg
131,Andrena flavipes,6.0,Andrena flavipes,6.0,0.9251698,Andrena flavipes20809.png,BD_71/Andrena flavipes/Andrena flavipes20809.png
132,Andrena flavipes,6.0,Andrena flavipes,6.0,0.99771774,dsc06716.jpg,BD_71/Andrena flavipes/dsc06716.jpg
133,Andrena flavipes,6.0,Andrena flavipes,6.0,0.99945694,Andrena flavipes38848.jpg,BD_71/Andrena flavipes/Andrena flavipes38848.jpg
134,Andrena flavipes,6.0,Andrena flavipes,6.0,0.998237,Andrena flavipes53894.jpg,BD_71/Andrena flavipes/Andrena flavipes53894.jpg
135,Andrena flavipes,6.0,Andrena flavipes,6.0,0.99923515,Andrena flavipes85450.jpeg,BD_71/Andrena flavipes/Andrena flavipes85450.jpeg
136,Andrena flavipes,6.0,Andrena flavipes,6.0,0.99869674,Andrena flavipes21227.jpeg,BD_71/Andrena flavipes/Andrena flavipes21227.jpeg
137,Andrena flavipes,6.0,Andrena flavipes,6.0,0.9998406,Andrena flavipes51680.jpeg,BD_71/Andrena flavipes/Andrena flavipes51680.jpeg
138,Andrena flavipes,6.0,Andrena flavipes,6.0,0.9999989,Andrena flavipes22393.jpeg,BD_71/Andrena flavipes/Andrena flavipes22393.jpeg
139,Andrena flavipes,6.0,Andrena flavipes,6.0,0.97930074,Andrena flavipes5296.jpg,BD_71/Andrena flavipes/Andrena flavipes5296.jpg
140,Andrena flavipes,6.0,Andrena flavipes,6.0,0.9947425,Andrena flavipes62829.jpg,BD_71/Andrena flavipes/Andrena flavipes62829.jpg
141,Andrena flavipes,6.0,Andrena flavipes,6.0,0.9996885,Andrena flavipes61663.jpeg,BD_71/Andrena flavipes/Andrena flavipes61663.jpeg
142,Andrena flavipes,6.0,Andrena flavipes,6.0,0.99820197,Andrena flavipes37772.jpg,BD_71/Andrena flavipes/Andrena flavipes37772.jpg
143,Andrena flavipes,6.0,Andrena flavipes,6.0,0.9986254,Andrena flavipes49230.jpeg,BD_71/Andrena flavipes/Andrena flavipes49230.jpeg
144,Andrena flavipes,6.0,Andrena flavipes,6.0,0.99797565,Andrena flavipes36295.jpeg,BD_71/Andrena flavipes/Andrena flavipes36295.jpeg
145,Andrena flavipes,6.0,Andrena flavipes,6.0,0.9792244,dsc_0548_andrena.jpg,BD_71/Andrena flavipes/dsc_0548_andrena.jpg
146,Andrena flavipes,6.0,Andrena flavipes,6.0,0.99995065,Andrena flavipes21262.jpg,BD_71/Andrena flavipes/Andrena flavipes21262.jpg
147,Andrena flavipes,6.0,Andrena flavipes,6.0,0.9937988,Andrena flavipes78445.jpeg,BD_71/Andrena flavipes/Andrena flavipes78445.jpeg
148,Andrena flavipes,6.0,Andrena flavipes,6.0,0.999263,P3286302-andrene-male - copie.jpg,BD_71/Andrena flavipes/P3286302-andrene-male - copie.jpg
149,Andrena flavipes,6.0,Andrena flavipes,6.0,0.9985505,Andrena flavipes86931.jpeg,BD_71/Andrena flavipes/Andrena flavipes86931.jpeg
150,Andrena florea,7.0,Andrena florea,7.0,0.9951781,Andrena florea11491.jpg,BD_71/Andrena florea/Andrena florea11491.jpg
151,Andrena florea,7.0,Andrena florea,7.0,0.99780697,Andrena florea67361.jpeg,BD_71/Andrena florea/Andrena florea67361.jpeg
152,Andrena florea,7.0,Andrena florea,7.0,0.99733573,Andrena florea70399.jpeg,BD_71/Andrena florea/Andrena florea70399.jpeg
153,Andrena florea,7.0,Andrena florea,7.0,0.9993548,Andrena-florea_Sinsat-09_14-V-2017_IMG_2353.JPG,BD_71/Andrena florea/Andrena-florea_Sinsat-09_14-V-2017_IMG_2353.JPG
154,Andrena florea,7.0,Andrena florea,7.0,0.99999547,dscn6497_20140605.jpg,BD_71/Andrena florea/dscn6497_20140605.jpg
155,Andrena florea,7.0,Andrena florea,7.0,0.9999908,Andrena florea6900.jpg,BD_71/Andrena florea/Andrena florea6900.jpg
156,Andrena florea,7.0,Andrena florea,7.0,0.9999913,Andrena florea36089.jpeg,BD_71/Andrena florea/Andrena florea36089.jpeg
157,Andrena florea,7.0,Andrena florea,7.0,0.9992913,st_jacques_05_07.jpg,BD_71/Andrena florea/st_jacques_05_07.jpg
158,Andrena florea,7.0,Andrena florea,7.0,0.9997806,Andrena-florea_Sinsat-09_14-V-2017_IMG_2359.JPG,BD_71/Andrena florea/Andrena-florea_Sinsat-09_14-V-2017_IMG_2359.JPG
159,Andrena florea,7.0,Andrena florea,7.0,0.9999496,Andrena florea36411.jpeg,BD_71/Andrena florea/Andrena florea36411.jpeg
160,Andrena florea,7.0,Andrena florea,7.0,0.9999678,Andrena florea73662.jpeg,BD_71/Andrena florea/Andrena florea73662.jpeg
161,Andrena florea,7.0,Andrena florea,7.0,0.999464,Andrena florea2175.jpg,BD_71/Andrena florea/Andrena florea2175.jpg
162,Andrena florea,7.0,Andrena florea,7.0,0.9997749,Andrena-florea_Sinsat-09_19-V-2018_IMG_1072.JPG,BD_71/Andrena florea/Andrena-florea_Sinsat-09_19-V-2018_IMG_1072.JPG
163,Andrena florea,7.0,Andrena florea,7.0,0.99988675,Andrena florea18236.jpg,BD_71/Andrena florea/Andrena florea18236.jpg
164,Andrena florea,7.0,Andrena florea,7.0,0.9993987,Andrena florea75979.jpeg,BD_71/Andrena florea/Andrena florea75979.jpeg
165,Andrena florea,7.0,Andrena florea,7.0,0.9999938,Andrena florea12641.jpeg,BD_71/Andrena florea/Andrena florea12641.jpeg
166,Andrena florea,7.0,Andrena florea,7.0,0.9999471,Andrena florea85780.jpeg,BD_71/Andrena florea/Andrena florea85780.jpeg
167,Andrena florea,7.0,Andrena florea,7.0,0.99998426,Andrena florea34831.jpg,BD_71/Andrena florea/Andrena florea34831.jpg
168,Andrena florea,7.0,Andrena florea,7.0,0.9663126,Andrena florea4046.jpeg,BD_71/Andrena florea/Andrena florea4046.jpeg
169,Andrena florea,7.0,Andrena florea,7.0,0.99991405,Andrena florea30416.jpg,BD_71/Andrena florea/Andrena florea30416.jpg
170,Andrena florea,7.0,Andrena florea,7.0,0.99968445,Andrena florea10776.jpg,BD_71/Andrena florea/Andrena florea10776.jpg
171,Andrena fulva,8.0,Andrena fulva,8.0,0.99973553,Andrena fulva65926.jpg,BD_71/Andrena fulva/Andrena fulva65926.jpg
