,species_name,species_num,predicted_species_name,predicted_species_num,good_pred_probability,img_name,img_path
47,Amegilla quadrifasciata,0.0,Amegilla quadrifasciata,0.0,0.9997514,Amegilla quadrifasciata48775.jpg,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata48775.jpg
48,Amegilla quadrifasciata,0.0,Amegilla quadrifasciata,0.0,0.9999049,Amegilla quadrifasciata49195.jpeg,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata49195.jpeg
49,Amegilla quadrifasciata,0.0,Amegilla quadrifasciata,0.0,1.0,Amegilla quadrifasciata49268.jpeg,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata49268.jpeg
50,Amegilla quadrifasciata,0.0,Amegilla quadrifasciata,0.0,0.9995696,Amegilla quadrifasciata49972.jpg,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata49972.jpg
51,Amegilla quadrifasciata,0.0,Amegilla quadrifasciata,0.0,0.99999475,Amegilla quadrifasciata50117.jpeg,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata50117.jpeg
52,Amegilla quadrifasciata,0.0,Amegilla quadrifasciata,0.0,0.99999,Amegilla quadrifasciata50161.jpeg,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata50161.jpeg
53,Amegilla quadrifasciata,0.0,Amegilla quadrifasciata,0.0,0.99810237,Amegilla quadrifasciata50290.jpeg,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata50290.jpeg
54,Amegilla quadrifasciata,0.0,Amegilla quadrifasciata,0.0,0.9994097,Amegilla quadrifasciata50339.jpg,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata50339.jpg
55,Amegilla quadrifasciata,0.0,Amegilla quadrifasciata,0.0,0.9979949,Amegilla quadrifasciata50369.jpg,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata50369.jpg
56,Amegilla quadrifasciata,0.0,Amegilla quadrifasciata,0.0,0.99999964,Amegilla quadrifasciata50409.jpeg,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata50409.jpeg
57,Amegilla quadrifasciata,0.0,Amegilla quadrifasciata,0.0,0.99999964,Amegilla quadrifasciata50490.jpg,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata50490.jpg
58,Amegilla quadrifasciata,0.0,Amegilla quadrifasciata,0.0,0.9998914,Amegilla quadrifasciata50906.jpg,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata50906.jpg
59,Amegilla quadrifasciata,0.0,Amegilla quadrifasciata,0.0,0.9979603,Amegilla quadrifasciata50973.jpeg,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata50973.jpeg
60,Amegilla quadrifasciata,0.0,Amegilla quadrifasciata,0.0,0.9993753,Amegilla quadrifasciata51013.jpeg,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata51013.jpeg
61,Amegilla quadrifasciata,0.0,Amegilla quadrifasciata,0.0,0.96339095,Amegilla quadrifasciata51081.jpeg,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata51081.jpeg
62,Amegilla quadrifasciata,0.0,Amegilla quadrifasciata,0.0,0.99998903,Amegilla quadrifasciata51491.jpg,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata51491.jpg
63,Amegilla quadrifasciata,0.0,Amegilla quadrifasciata,0.0,0.9629307,Amegilla quadrifasciata51492.jpg,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata51492.jpg
64,Amegilla quadrifasciata,0.0,Amegilla quadrifasciata,0.0,0.9999813,Amegilla quadrifasciata51494.jpg,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata51494.jpg
65,Amegilla quadrifasciata,0.0,Amegilla quadrifasciata,0.0,0.9996669,Amegilla quadrifasciata51495.jpg,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata51495.jpg
66,Amegilla quadrifasciata,0.0,Amegilla quadrifasciata,0.0,0.9986039,Amegilla quadrifasciata51496.jpg,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata51496.jpg
67,Amegilla quadrifasciata,0.0,Amegilla quadrifasciata,0.0,0.9972995,Amegilla quadrifasciata51640.jpg,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata51640.jpg
68,Amegilla quadrifasciata,0.0,Amegilla quadrifasciata,0.0,0.979262,Amegilla quadrifasciata52091.jpg,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata52091.jpg
69,Amegilla quadrifasciata,0.0,Amegilla quadrifasciata,0.0,0.9999733,Amegilla quadrifasciata52186.jpg,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata52186.jpg
70,Amegilla quadrifasciata,0.0,Amegilla quadrifasciata,0.0,0.99999964,Amegilla quadrifasciata53038.jpg,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata53038.jpg
71,Amegilla quadrifasciata,0.0,Amegilla quadrifasciata,0.0,0.98916745,Amegilla quadrifasciata54147.jpg,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata54147.jpg
72,Amegilla quadrifasciata,0.0,Amegilla quadrifasciata,0.0,0.99957794,Amegilla quadrifasciata54226.jpg,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata54226.jpg
73,Amegilla quadrifasciata,0.0,Amegilla quadrifasciata,0.0,0.99997723,Amegilla quadrifasciata54380.jpg,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata54380.jpg
74,Amegilla quadrifasciata,0.0,Amegilla quadrifasciata,0.0,0.99987066,Amegilla quadrifasciata5574.jpeg,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata5574.jpeg
75,Amegilla quadrifasciata,0.0,Amegilla quadrifasciata,0.0,0.9994685,Amegilla quadrifasciata5687.jpeg,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata5687.jpeg
76,Amegilla quadrifasciata,0.0,Amegilla quadrifasciata,0.0,0.9995467,Amegilla quadrifasciata5759.jpg,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata5759.jpg
77,Amegilla quadrifasciata,0.0,Amegilla quadrifasciata,0.0,0.9999963,Amegilla quadrifasciata5761.jpg,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata5761.jpg
78,Amegilla quadrifasciata,0.0,Amegilla quadrifasciata,0.0,0.99992573,Amegilla quadrifasciata5838.jpg,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata5838.jpg
79,Amegilla quadrifasciata,0.0,Amegilla quadrifasciata,0.0,0.99768317,Amegilla quadrifasciata6579.jpg,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata6579.jpg
80,Amegilla quadrifasciata,0.0,Amegilla quadrifasciata,0.0,0.99762446,Amegilla quadrifasciata67.jpg,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata67.jpg
81,Amegilla quadrifasciata,0.0,Amegilla quadrifasciata,0.0,0.99998415,Amegilla quadrifasciata69436.jpeg,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata69436.jpeg
82,Amegilla quadrifasciata,0.0,Amegilla quadrifasciata,0.0,0.99997985,Amegilla quadrifasciata69438.jpeg,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata69438.jpeg
83,Amegilla quadrifasciata,0.0,Amegilla quadrifasciata,0.0,0.9976533,Amegilla quadrifasciata69439.jpeg,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata69439.jpeg
84,Amegilla quadrifasciata,0.0,Amegilla quadrifasciata,0.0,0.9999809,Amegilla quadrifasciata69441.jpeg,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata69441.jpeg
85,Amegilla quadrifasciata,0.0,Amegilla quadrifasciata,0.0,0.99995553,Amegilla quadrifasciata69442.jpeg,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata69442.jpeg
86,Amegilla quadrifasciata,0.0,Amegilla quadrifasciata,0.0,0.9884064,Amegilla quadrifasciata69494.jpeg,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata69494.jpeg
87,Amegilla quadrifasciata,0.0,Amegilla quadrifasciata,0.0,0.9999951,Amegilla quadrifasciata7223.jpg,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata7223.jpg
88,Amegilla quadrifasciata,0.0,Amegilla quadrifasciata,0.0,0.99885917,Amegilla quadrifasciata7263.jpg,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata7263.jpg
89,Amegilla quadrifasciata,0.0,Amegilla quadrifasciata,0.0,0.999471,Amegilla quadrifasciata75188.jpg,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata75188.jpg
90,Amegilla quadrifasciata,0.0,Amegilla quadrifasciata,0.0,0.99995124,Amegilla quadrifasciata80099.jpeg,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata80099.jpeg
91,Amegilla quadrifasciata,0.0,Amegilla quadrifasciata,0.0,0.9989374,Amegilla quadrifasciata80208.jpeg,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata80208.jpeg
92,Amegilla quadrifasciata,0.0,Amegilla quadrifasciata,0.0,0.99985576,Amegilla quadrifasciata80637.jpeg,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata80637.jpeg
93,Amegilla quadrifasciata,0.0,Amegilla quadrifasciata,0.0,0.9995726,Amegilla quadrifasciata80761.jpg,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata80761.jpg
94,Amegilla quadrifasciata,0.0,Amegilla quadrifasciata,0.0,0.9993494,Amegilla quadrifasciata81025.jpeg,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata81025.jpeg
95,Amegilla quadrifasciata,0.0,Amegilla quadrifasciata,0.0,0.9999734,Amegilla quadrifasciata83568.jpeg,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata83568.jpeg
96,Amegilla quadrifasciata,0.0,Amegilla quadrifasciata,0.0,0.99993265,Amegilla quadrifasciata83660.jpeg,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata83660.jpeg
97,Amegilla quadrifasciata,0.0,Amegilla quadrifasciata,0.0,0.999979,Amegilla quadrifasciata83743.jpg,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata83743.jpg
98,Amegilla quadrifasciata,0.0,Amegilla quadrifasciata,0.0,0.9969207,Amegilla quadrifasciata84068.jpeg,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata84068.jpeg
99,Amegilla quadrifasciata,0.0,Amegilla quadrifasciata,0.0,0.9999194,Amegilla quadrifasciata84275.jpeg,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata84275.jpeg
100,Amegilla quadrifasciata,0.0,Amegilla quadrifasciata,0.0,0.9999393,Amegilla quadrifasciata84994.jpeg,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata84994.jpeg
101,Amegilla quadrifasciata,0.0,Amegilla quadrifasciata,0.0,0.99989104,Amegilla quadrifasciata85607.jpeg,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata85607.jpeg
102,Amegilla quadrifasciata,0.0,Amegilla quadrifasciata,0.0,0.9999993,Amegilla quadrifasciata85628.jpg,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata85628.jpg
103,Amegilla quadrifasciata,0.0,Amegilla quadrifasciata,0.0,0.9073421,Amegilla quadrifasciata85660.jpg,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata85660.jpg
104,Amegilla quadrifasciata,0.0,Amegilla quadrifasciata,0.0,0.9996698,Amegilla quadrifasciata85671.jpeg,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata85671.jpeg
105,Amegilla quadrifasciata,0.0,Amegilla quadrifasciata,0.0,0.9998679,Amegilla quadrifasciata85745.jpg,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata85745.jpg
106,Amegilla quadrifasciata,0.0,Amegilla quadrifasciata,0.0,0.9419325,Amegilla quadrifasciata85947.jpeg,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata85947.jpeg
107,Amegilla quadrifasciata,0.0,Amegilla quadrifasciata,0.0,0.9976488,Amegilla quadrifasciata86074.jpg,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata86074.jpg
108,Amegilla quadrifasciata,0.0,Amegilla quadrifasciata,0.0,0.95905715,Amegilla quadrifasciata86251.jpg,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata86251.jpg
109,Amegilla quadrifasciata,0.0,Amegilla quadrifasciata,0.0,0.999959,Amegilla quadrifasciata86256.jpeg,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata86256.jpeg
110,Amegilla quadrifasciata,0.0,Amegilla quadrifasciata,0.0,0.9999999,Amegilla quadrifasciata86337.jpeg,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata86337.jpeg
111,Amegilla quadrifasciata,0.0,Amegilla quadrifasciata,0.0,0.978453,Amegilla quadrifasciata86357.jpeg,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata86357.jpeg
112,Amegilla quadrifasciata,0.0,Amegilla quadrifasciata,0.0,0.99999905,Amegilla quadrifasciata86358.jpeg,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata86358.jpeg
113,Amegilla quadrifasciata,0.0,Amegilla quadrifasciata,0.0,0.9999994,Amegilla quadrifasciata86359.jpeg,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata86359.jpeg
114,Amegilla quadrifasciata,0.0,Amegilla quadrifasciata,0.0,0.9999994,Amegilla quadrifasciata86360.jpeg,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata86360.jpeg
115,Amegilla quadrifasciata,0.0,Amegilla quadrifasciata,0.0,0.9999547,Amegilla quadrifasciata86365.jpeg,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata86365.jpeg
116,Amegilla quadrifasciata,0.0,Amegilla quadrifasciata,0.0,0.9999076,Amegilla quadrifasciata86381.jpeg,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata86381.jpeg
117,Amegilla quadrifasciata,0.0,Amegilla quadrifasciata,0.0,0.9995065,Amegilla quadrifasciata86460.jpeg,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata86460.jpeg
118,Amegilla quadrifasciata,0.0,Amegilla quadrifasciata,0.0,0.9999995,Amegilla quadrifasciata86532.jpg,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata86532.jpg
119,Amegilla quadrifasciata,0.0,Amegilla quadrifasciata,0.0,1.0,Amegilla quadrifasciata86537.jpg,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata86537.jpg
120,Amegilla quadrifasciata,0.0,Amegilla quadrifasciata,0.0,0.9645565,Amegilla quadrifasciata87121.jpg,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata87121.jpg
121,Amegilla quadrifasciata,0.0,Amegilla quadrifasciata,0.0,0.99999857,Amegilla quadrifasciata87218.jpeg,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata87218.jpeg
122,Amegilla quadrifasciata,0.0,Amegilla quadrifasciata,0.0,0.9881861,Amegilla quadrifasciata87546.jpeg,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata87546.jpeg
123,Amegilla quadrifasciata,0.0,Amegilla quadrifasciata,0.0,0.9999999,Amegilla quadrifasciata87596.jpg,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata87596.jpg
124,Amegilla quadrifasciata,0.0,Amegilla quadrifasciata,0.0,0.9929893,Amegilla quadrifasciata87794.jpg,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata87794.jpg
125,Amegilla quadrifasciata,0.0,Amegilla quadrifasciata,0.0,0.99999976,Amegilla quadrifasciata879.jpg,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata879.jpg
126,Amegilla quadrifasciata,0.0,Amegilla quadrifasciata,0.0,0.99999845,Amegilla quadrifasciata88082.jpeg,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata88082.jpeg
127,Amegilla quadrifasciata,0.0,Amegilla quadrifasciata,0.0,0.9999187,Amegilla quadrifasciata88110.jpeg,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata88110.jpeg
128,Amegilla quadrifasciata,0.0,Amegilla quadrifasciata,0.0,0.9999958,Amegilla quadrifasciata88286.jpeg,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata88286.jpeg
129,Amegilla quadrifasciata,0.0,Amegilla quadrifasciata,0.0,0.99706024,Amegilla quadrifasciata885.jpeg,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata885.jpeg
130,Amegilla quadrifasciata,0.0,Amegilla quadrifasciata,0.0,0.9999292,Amegilla quadrifasciata88600.jpg,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata88600.jpg
131,Amegilla quadrifasciata,0.0,Amegilla quadrifasciata,0.0,0.9999918,Amegilla quadrifasciata88608.jpeg,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata88608.jpeg
132,Amegilla quadrifasciata,0.0,Amegilla quadrifasciata,0.0,0.9999213,Amegilla quadrifasciata88628.jpg,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata88628.jpg
133,Amegilla quadrifasciata,0.0,Amegilla quadrifasciata,0.0,0.99985564,Amegilla quadrifasciata88709.jpeg,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata88709.jpeg
134,Amegilla quadrifasciata,0.0,Amegilla quadrifasciata,0.0,0.99997985,Amegilla quadrifasciata88740.jpeg,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata88740.jpeg
135,Amegilla quadrifasciata,0.0,Amegilla quadrifasciata,0.0,0.99980766,Amegilla quadrifasciata88741.jpeg,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata88741.jpeg
136,Amegilla quadrifasciata,0.0,Amegilla quadrifasciata,0.0,0.9993345,Amegilla quadrifasciata88891.jpeg,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata88891.jpeg
137,Amegilla quadrifasciata,0.0,Amegilla quadrifasciata,0.0,0.9995801,Amegilla quadrifasciata89995.jpg,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata89995.jpg
138,Amegilla quadrifasciata,0.0,Amegilla quadrifasciata,0.0,0.9999918,Amegilla quadrifasciata90463.jpg,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata90463.jpg
139,Amegilla quadrifasciata,0.0,Amegilla quadrifasciata,0.0,0.9999999,Amegilla quadrifasciata9091.jpg,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata9091.jpg
